Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Early-demographic dividend,59.8426334,59.71792841,58.54620606,57.81238943,57.10408588,56.74298431,55.79395628,55.68816574,55.17721682,55.30523181,54.67421403,54.68498141,54.71340058,53.85366209,53.27283277,51.69332321,50.73211043,49.69983092,48.50921759,47.4189027,45.72976728,43.96172325,43.48192902,43.06681453,42.41437862,41.75624843,41.15637547,40.83961824,40.53259776
East Asia & Pacific,52.19036524,51.49029452,49.5075677,47.64097909,45.75161662,44.50707409,43.72839775,43.93109966,43.86181582,43.94017267,43.48143464,43.3325222,42.64978831,40.68656445,38.91747622,37.09651032,35.75588956,34.87278397,33.68761712,32.62214536,31.31230273,30.35613692,28.63495358,27.13425508,26.23226075,25.16950431,24.39051349,24.18837452,23.99320858
Europe & Central Asia (excluding high income),24.55258568,24.7959251,24.37197646,25.93840352,26.16665637,25.75310167,24.52507743,24.66673319,26.74380147,25.77120277,24.2968393,22.98729365,22.15922012,20.58152999,20.27731343,19.74625294,19.06339771,18.83623073,18.71075662,18.64371575,18.69634174,18.28195262,18.19123067,16.86441665,16.40006515,15.86111076,15.37934335,15.34997975,15.30937131
Europe & Central Asia,15.68268289,15.76051411,15.32028013,15.86345016,15.68807079,15.18679224,14.37305604,14.10979296,14.90427591,14.26864836,13.49570617,12.78928809,12.20269336,11.33212094,11.13383012,10.74527514,10.34096189,10.05738581,9.949135972,9.928124242,9.931230374,9.715393934,9.578143225,8.887939164,8.611095811,8.260642619,7.986406833,7.923806081,7.858853523
Ecuador,27.11199951,26.92099953,26.73200035,26.50600052,26.30200005,26.11100006,25.89800072,25.7689991,25.66200066,25.47800064,25.21500015,24.17499924,23.11499977,26.06500053,25.32600021,25.0510006,22.67900085,21.61400032,21.93600082,20.88500023,20.87700081,21.0739994,20.71899986,20.10700035,22.56900024,23.82999992,24.77499962,24.56500053,24.36100006
"Egypt, Arab Rep.",52.93700027,52.52099991,46.46699905,46.98899841,42.48099899,41.4620018,40.52099991,35.33800125,31.92000008,39.4070015,31.91500092,27.56800079,39.06700134,46.77500153,46.65800095,43.32799911,46.56200027,45.62200165,46.06399918,42.86500168,43.36999893,37.58800125,42.86700058,43.22299957,40.20500183,38.39899826,36.88499832,36.65800095,36.42200089
Euro area,6.386299883,6.325774695,6.043941431,5.81099756,5.557345046,5.232682669,5.21420756,4.865889334,4.605237769,4.332820849,4.168309377,3.984601638,3.838150236,3.52153871,3.411864557,3.288381731,3.117462307,2.786821129,2.734253394,2.667435985,2.515994526,2.436902765,2.30295926,2.238763345,2.138608862,2.049188083,2.001337505,1.974403499,1.944886379
Eritrea,71.97299957,72.88700104,70.79499817,68.97799683,68.39700317,67.55599976,66.9260025,67.96499634,67.89900208,67.25,67.02200317,66.28600311,66.70600128,66.63500214,68.63500214,68.93599701,68.96499634,69.68199921,68.5719986,69.21700287,68.33200073,67.68000031,67.66799927,67.27700043,66.95800018,66.77600098,66.61000061,66.42299652,66.24500275
Spain,8.201999664,8.114999771,8.06499958,7.427999973,7.125,6.125999928,5.842000008,5.327000141,5.051000118,4.768000126,4.497000217,3.976000071,3.901000023,3.657999992,3.523000002,3.272000074,2.944999933,2.565999985,2.444000006,2.437000036,2.382999897,2.405999899,2.233999968,2.237999916,2.104000092,2.135999918,2.269000053,2.224999905,2.184000015
Estonia,13.97799969,13.21000004,11.50599957,10.29899979,7.745999813,7.197000027,7,6.497000217,6.495999813,4.446000099,2.963999987,4.122000217,3.795000076,2.70600009,3.223999977,3.184000015,3.059000015,2.40899992,2.608999968,2.806999922,2.460999966,2.51699996,2.262000084,2.236000061,2.505000114,1.996999979,1.927000046,1.893000007,1.860000014
Ethiopia,69.34600067,71.33300018,69.79799652,68.87200165,68.55599976,67.3010025,67.54499817,67.90899658,67.07700348,67.82299805,68.66500092,69.91000366,72.10600281,72.83899689,73.40399933,72.53199768,71.42199707,70.48899841,69.51100159,67.66899872,66.0759964,65.33699799,63.59199905,62.63299942,61.67300034,61.14599991,60.30599976,59.52399826,58.75799942
European Union,9.174977307,9.332089742,9.228279427,9.196588283,8.999382493,8.37548688,8.400699238,8.050574074,7.780808971,7.40514604,7.141872763,6.301457037,5.953493072,5.398698526,5.256566257,4.957547997,4.737743949,4.438264538,4.334166498,4.318419724,4.121739421,4.008379098,3.788833017,3.646051449,3.409197007,3.140524415,3.08093707,3.026897089,2.972112192
Fragile and conflict affected situations,70.01179625,70.5343321,71.16351407,71.51385145,70.93757982,70.23155754,69.82597212,69.42422569,69.21713055,68.84311222,68.71064385,68.09896792,67.71633197,67.30741698,66.98583548,66.60045932,66.16435891,65.84428889,65.12256997,64.58659591,63.93682523,63.35024496,62.910441,62.59607082,62.0291893,61.88520557,61.64657239,61.53336614,61.38344562
Finland,6.565000057,6.264999866,5.964000225,5.986999989,5.302000046,5.703000069,5.31799984,4.617000103,4.380000114,3.90199995,3.779000044,3.730000019,3.426000118,3.007999897,2.915999889,2.799999952,2.584000111,2.687999964,2.845000029,2.773000002,2.404999971,2.316999912,2.259000063,2.319999933,2.197999954,2.088999987,2.15199995,2.112999916,2.076999903
Fiji,46.92300034,46.61700058,46.32099915,46.0379982,45.72999954,45.43799973,45.13399887,44.83800125,44.54899979,44.20199966,43.80099869,43.50799942,43.21900177,42.85499954,42.59600067,42.35200119,42.19499969,41.9469986,41.77899933,41.55500031,41.3730011,41.04999924,40.57799911,39.91699982,39.52700043,39.30799866,38.9980011,38.67499924,38.34899902
France,4.373000145,4.401000023,4.446000099,3.937000036,3.711999893,3.513999939,3.348999977,3.072999954,2.979000092,2.838999987,2.822000027,2.77699995,2.676000118,2.638000011,2.276000023,2.224999905,2.144999981,1.832999945,1.878999949,1.764000058,1.873000026,1.833999991,1.838000059,1.644999981,1.636000037,1.621999979,1.583999991,1.557000041,1.531000018
Gabon,63.4070015,63.25699997,62.89400101,63.43099976,63.0909996,63.06299973,62.65000153,61.63100052,62.13000107,62.55799866,62.00999832,61.75,61.49000168,61.49100113,61.59899902,61.41600037,60.99399948,61.20899963,60.625,60.27899933,60.10599899,59.47800064,58.88000107,58.19599915,57.52999878,57.4640007,57.13600159,56.77899933,56.38700104
United Kingdom,1.097000003,1.092000008,1.080000043,1.154999971,1.230000019,1.164000034,1.057999969,0.921999991,0.758000016,0.773999989,0.680999994,0.690999985,0.583000004,0.595000029,0.727999985,0.667999983,0.746999979,0.726999998,0.552999973,0.605000019,0.657000005,0.68599999,0.601000011,0.712000012,0.644999981,0.625,0.646000028,0.63499999,0.624000013
Georgia,52.23699951,52.05199814,51.77600098,51.55699921,51.40100098,51.27600098,51.13800049,50.97000122,54.13700104,57.78699875,52.7879982,55.2840004,56.83800125,56.4980011,57.20899963,57.37099838,56.59000015,56.00799942,55.45700073,54.90399933,54.30799866,53.82600021,52.70600128,51.55400085,50.31600189,49.07500076,45.66600037,45.45199966,45.23699951
Ghana,51.72999954,51.43899918,51.94200134,51.73099899,51.29499817,51.0719986,50.40599823,50.01499939,49.63399887,49.84899902,50.04000092,50.24599838,50.51900101,50.78099823,50.92499924,51.0019989,49.85200119,48.75699997,47.58300018,46.03099823,44.61299896,43.16500092,41.7159996,34.75600052,27.75200081,27.2840004,26.85000038,26.42099953,26.04199982
Guinea,74.44799805,73.53500366,73.93499756,74.49099731,75.03099823,75.08999634,74.88700104,74.40000153,74.61399841,74.49500275,74.16400146,74.29000092,72.66200256,72.77899933,72.83699799,73.15000153,72.56300354,72.58399963,72.8030014,72.80500031,72.31600189,72.10600281,71.75299835,71.6210022,71.15699768,71.70200348,70.78600311,70.38300323,69.96499634
"Gambia, The",38.13499832,37.95399857,37.93999863,38.53699875,38.8219986,38.88700104,38.48199844,38.20299911,38.53900146,38.26200104,38.35900116,38.9109993,38.8429985,38.8390007,39.26100159,38.57300186,38.18299866,38.62400055,38.36399841,38.40100098,38.11500168,37.85900116,37.45700073,37.20600128,37.08800125,37.04199982,36.93799973,36.68799973,36.43500137
Guinea-Bissau,71.91699982,72.10700226,72.73600006,72.58399963,72.28600311,71.69100189,69.18299866,72.44000244,72.74099731,72.16799927,71.62999725,72.64499664,72.72699738,72.48100281,72.42299652,72.08000183,72.03700256,72.31800079,71.87400055,71.83399963,71.17199707,71.80599976,71.39900208,71.29699707,71.16999817,70.68800354,70.3219986,70.1269989,69.92199707
